UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:59:52.64299,10901,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:58:51.121847,10901,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:57:51.008565,10901,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:56:50.816035,10901,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:55:51.610775,10901,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:54:51.242851,10901,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:53:51.073083,10901,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:52:50.958804,10901,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:51:51.654097,10901,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:50:51.101918,10901,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:49:50.928541,10901,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:48:51.406986,10901,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:47:51.208033,10901,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:46:50.678131,10901,1
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:45:51.390652,10900,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:44:51.291213,10900,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:43:51.462592,10900,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:42:51.783153,10900,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:41:51.110853,10900,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:40:51.373657,10900,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:39:51.52224,10900,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:38:51.746479,10900,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:37:51.134592,10900,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:36:51.206326,10900,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:35:51.404425,10900,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:34:51.370348,10900,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:33:51.309187,10900,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:32:51.192785,10900,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:31:50.844253,10900,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:30:51.33912,10900,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:29:51.76536,10900,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:28:51.514256,10900,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:27:51.341919,10900,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:26:52.006654,10900,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:25:50.85841,10900,0
UChXOhG9bRDb3vSTg-qkPAZg,Gweilo-60,2019-02-24 04:24:51.84686,10900,0
