UCaSlyjhR4WC7QhYuaivxb6g,Nathan-Rich,2019-02-25 04:58:37.321799,694,0
UCaSlyjhR4WC7QhYuaivxb6g,Nathan-Rich,2019-02-25 04:57:37.545177,694,0
UCaSlyjhR4WC7QhYuaivxb6g,Nathan-Rich,2019-02-25 04:56:37.464938,694,4
UCaSlyjhR4WC7QhYuaivxb6g,Nathan-Rich,2019-02-25 04:55:37.427947,690,1
UCaSlyjhR4WC7QhYuaivxb6g,Nathan-Rich,2019-02-25 04:54:37.621597,689,3
UCaSlyjhR4WC7QhYuaivxb6g,Nathan-Rich,2019-02-25 04:53:37.457077,686,0
UCaSlyjhR4WC7QhYuaivxb6g,Nathan-Rich,2019-02-25 04:52:37.438223,686,1
UCaSlyjhR4WC7QhYuaivxb6g,Nathan-Rich,2019-02-25 04:51:37.448063,685,2
UCaSlyjhR4WC7QhYuaivxb6g,Nathan-Rich,2019-02-25 04:50:37.405029,683,2
UCaSlyjhR4WC7QhYuaivxb6g,Nathan-Rich,2019-02-25 04:49:37.453568,681,4
UCaSlyjhR4WC7QhYuaivxb6g,Nathan-Rich,2019-02-25 04:48:37.53134,677,6
UCaSlyjhR4WC7QhYuaivxb6g,Nathan-Rich,2019-02-25 04:47:37.351143,671,1
UCaSlyjhR4WC7QhYuaivxb6g,Nathan-Rich,2019-02-25 04:46:37.419131,670,2
UCaSlyjhR4WC7QhYuaivxb6g,Nathan-Rich,2019-02-25 04:45:37.435134,668,2
UCaSlyjhR4WC7QhYuaivxb6g,Nathan-Rich,2019-02-25 04:44:37.506766,666,1
UCaSlyjhR4WC7QhYuaivxb6g,Nathan-Rich,2019-02-25 04:43:37.47316,665,2
UCaSlyjhR4WC7QhYuaivxb6g,Nathan-Rich,2019-02-25 04:42:37.486933,663,3
UCaSlyjhR4WC7QhYuaivxb6g,Nathan-Rich,2019-02-25 04:41:37.379899,660,0
UCaSlyjhR4WC7QhYuaivxb6g,Nathan-Rich,2019-02-25 04:40:37.544309,660,2
UCaSlyjhR4WC7QhYuaivxb6g,Nathan-Rich,2019-02-25 04:39:37.475624,658,4
